Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,22361,0,540.0,591.340869639102,486.6402000002381,3799.5717000003424,12655.0,74.75235381547995,0.0,540,560,590,610,680,820,1300,1600,2200,3500,3800
,Aggregated,22361,0,540.0,591.340869639102,486.6402000002381,3799.5717000003424,12655.0,74.75235381547995,0.0,540,560,590,610,680,820,1300,1600,2200,3500,3800
