Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1707162253,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1707162254,10,,Aggregated,0.000000,0.000000,830,830,840,840,840,840,840,840,840,840,840,10,0,830.0,830.2266700000018,821.4493000000402,837.122799999861,12655.0
1707162255,30,,Aggregated,0.000000,0.000000,820,820,830,830,840,840,840,840,840,840,840,20,0,560.0,685.8214450000105,525.6850999999187,837.122799999861,12655.0
1707162256,40,,Aggregated,10.000000,0.000000,560,770,820,820,830,840,840,840,840,840,840,32,0,560.0,640.967562500009,507.36490000008416,837.122799999861,12655.0
1707162257,50,,Aggregated,10.000000,0.000000,550,560,700,820,830,840,840,840,840,840,840,49,0,550.0,611.3792836734791,487.5058000000081,837.122799999861,12655.0
1707162258,60,,Aggregated,10.333333,0.000000,550,560,620,730,820,830,840,840,840,840,840,77,0,550.0,593.7030077921983,487.5058000000081,837.122799999861,12655.0
1707162259,70,,Aggregated,10.333333,0.000000,540,550,560,620,820,830,840,840,840,840,840,97,0,540.0,578.838523711335,486.91699999994853,837.122799999861,12655.0
1707162260,80,,Aggregated,14.800000,0.000000,530,550,560,560,770,820,840,840,840,840,840,126,0,530.0,566.9795865079299,486.91699999994853,837.122799999861,12655.0
1707162261,90,,Aggregated,16.166667,0.000000,530,550,560,590,750,820,830,840,840,840,840,163,0,530.0,564.6306355828157,486.91699999994853,837.122799999861,12655.0
1707162262,100,,Aggregated,17.857143,0.000000,540,560,580,600,730,820,830,840,1600,1600,1600,201,0,540.0,573.225885572133,486.91699999994853,1555.8332000000519,12655.0
1707162263,110,,Aggregated,17.857143,0.000000,540,560,590,600,730,820,830,840,1600,1600,1600,238,0,540.0,571.4147995798278,486.91699999994853,1555.8332000000519,12655.0
1707162264,120,,Aggregated,21.888889,0.000000,550,580,610,660,770,820,840,1000,1600,1600,1600,280,0,550.0,586.8040953571381,486.91699999994853,1555.8332000000519,12655.0
1707162265,130,,Aggregated,23.800000,0.000000,560,600,690,730,820,900,1100,1100,1600,1600,1600,333,0,560.0,616.5151276276215,486.91699999994853,1555.8332000000519,12655.0
1707162266,140,,Aggregated,23.800000,0.000000,560,630,700,730,820,870,1100,1100,1600,1600,1600,380,0,560.0,618.3397931578874,486.91699999994853,1555.8332000000519,12655.0
1707162267,150,,Aggregated,31.000000,0.000000,560,640,690,730,820,900,1100,1500,1800,1800,1800,449,0,560.0,626.2932806236008,486.91699999994853,1819.6407999998883,12655.0
1707162268,160,,Aggregated,34.900000,0.000000,560,640,690,720,810,870,1100,1500,1800,1800,1800,500,0,560.0,620.0306729999919,486.91699999994853,1819.6407999998883,12655.0
1707162269,170,,Aggregated,39.100000,0.000000,560,630,670,710,800,860,1100,1500,1800,1800,1800,570,0,560.0,616.0305326315703,486.91699999994853,1819.6407999998883,12655.0
1707162270,180,,Aggregated,42.100000,0.000000,560,610,670,700,780,850,1100,1500,1800,1800,1800,642,0,560.0,614.7417922118317,486.91699999994853,1819.6407999998883,12655.0
