Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1707164322,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1707164323,10,,Aggregated,0.000000,0.000000,870,910,910,910,910,910,910,910,910,910,910,10,0,870.0,878.7198500000386,843.7132000001384,914.5017000000735,12655.0
1707164324,30,,Aggregated,0.000000,0.000000,840,860,870,910,910,910,910,910,910,910,910,20,0,560.0,713.027524999984,535.0261999999475,914.5017000000735,12655.0
1707164325,40,,Aggregated,6.000000,0.000000,550,560,850,860,910,910,910,910,910,910,910,32,0,540.0,643.6387593749939,494.91180000018176,914.5017000000735,12655.0
1707164326,50,,Aggregated,10.000000,0.000000,550,570,590,610,870,910,910,910,910,910,910,52,0,550.0,605.5514653846128,493.58059999985926,914.5017000000735,12655.0
1707164327,60,,Aggregated,10.000000,0.000000,540,560,570,590,860,910,910,1500,1500,1500,1500,75,0,540.0,592.8258613333339,490.01399999997375,1502.3067000001902,12655.0
1707164328,70,,Aggregated,12.500000,0.000000,540,550,560,570,850,910,1500,1500,1500,1500,1500,99,0,540.0,586.235313131322,490.01399999997375,1548.6207000001286,12655.0
1707164329,80,,Aggregated,15.000000,0.000000,540,550,570,590,680,870,910,1500,1500,1500,1500,133,0,540.0,579.48597593985,486.8263000000752,1548.6207000001286,12655.0
1707164330,90,,Aggregated,15.666667,0.000000,540,550,570,580,680,870,910,1500,1700,1700,1700,168,0,540.0,580.1103178571407,486.8263000000752,1690.360099999907,12655.0
1707164331,100,,Aggregated,18.857143,0.000000,530,550,560,570,670,860,910,1500,1700,1700,1700,203,0,530.0,570.0676625615774,486.8263000000752,1690.360099999907,12655.0
1707164332,110,,Aggregated,20.500000,0.000000,530,550,560,570,630,850,910,1500,1700,1700,1700,254,0,530.0,566.6702775590608,486.8263000000752,1690.360099999907,12655.0
1707164333,120,,Aggregated,21.777778,0.000000,530,550,560,570,610,840,910,1500,1700,1700,1700,292,0,530.0,560.81060034247,486.8263000000752,1690.360099999907,12655.0
1707164334,130,,Aggregated,24.700000,0.000000,520,550,560,570,600,690,910,1500,1700,1700,1700,351,0,520.0,555.0344441595466,486.8263000000752,1690.360099999907,12655.0
1707164335,140,,Aggregated,28.200000,0.000000,520,540,560,570,600,670,870,910,1700,1700,1700,404,0,520.0,551.3222321782197,486.8263000000752,1690.360099999907,12655.0
1707164336,150,,Aggregated,32.200000,0.000000,520,540,560,570,590,670,870,910,1700,1700,1700,461,0,520.0,547.2540956616083,486.8263000000752,1690.360099999907,12655.0
1707164337,160,,Aggregated,36.900000,0.000000,520,540,560,570,600,670,870,1500,1700,1700,1700,524,0,520.0,549.3279683206148,486.8263000000752,1690.360099999907,12655.0
1707164338,170,,Aggregated,40.300000,0.000000,520,540,560,570,600,640,870,1500,1700,1700,1700,587,0,520.0,549.6370756388452,486.8263000000752,1690.360099999907,12655.0
1707164339,180,,Aggregated,44.100000,0.000000,520,540,560,570,610,650,870,1500,1700,1700,1700,654,0,520.0,549.430920948016,486.8263000000752,1690.360099999907,12655.0
1707164340,190,,Aggregated,48.600000,0.000000,530,550,570,580,620,670,860,910,1700,1700,1700,734,0,530.0,554.0501227520454,486.8263000000752,1690.360099999907,12655.0
1707164341,200,,Aggregated,51.000000,0.000000,530,550,570,580,620,670,860,1500,1700,1700,1700,800,0,530.0,555.7654690000012,486.8263000000752,1690.360099999907,12655.0
1707164342,210,,Aggregated,55.100000,0.000000,540,560,580,590,630,680,840,910,1700,1700,1700,887,0,540.0,560.4982631341614,486.8263000000752,1690.360099999907,12655.0
1707164343,220,,Aggregated,59.200000,0.000000,540,570,580,600,640,680,840,1500,1700,1700,1700,968,0,540.0,564.263182954547,486.8263000000752,1690.360099999907,12655.0
1707164344,230,,Aggregated,61.600000,0.000000,540,570,590,600,650,690,840,910,1700,1700,1700,1046,0,540.0,566.8243672084118,486.8263000000752,1690.360099999907,12655.0
1707164345,240,,Aggregated,66.100000,0.000000,550,580,600,620,690,780,870,990,1700,1800,1800,1135,0,550.0,579.8352844052866,486.8263000000752,1811.0219000000143,12655.0
1707164346,250,,Aggregated,67.800000,0.000000,550,590,620,650,730,820,920,1200,1800,1900,1900,1215,0,550.0,593.1629764609058,486.8263000000752,1871.1436999999478,12655.0
1707164347,260,,Aggregated,70.400000,0.000000,560,600,650,680,790,870,960,1500,1900,1900,1900,1310,0,560.0,607.9842208396959,486.8263000000752,1871.1436999999478,12655.0
1707164348,270,,Aggregated,74.000000,0.000000,570,620,670,710,820,910,990,1500,1900,1900,1900,1396,0,570.0,621.7044719914048,486.8263000000752,1871.1436999999478,12655.0
1707164349,280,,Aggregated,76.500000,0.000000,570,640,700,760,870,950,1100,1500,1900,1900,1900,1477,0,570.0,640.0678679756268,486.8263000000752,1871.1436999999478,12655.0
1707164350,290,,Aggregated,80.000000,0.000000,580,660,750,810,940,1100,1300,1500,1900,1900,1900,1565,0,580.0,667.0732573162943,486.8263000000752,1949.04049999991,12655.0
1707164351,300,,Aggregated,82.800000,0.000000,590,690,790,850,1000,1300,1500,1700,1900,1900,1900,1633,0,590.0,697.6425078383339,486.8263000000752,1949.04049999991,12655.0
1707164352,310,,Aggregated,83.600000,0.000000,600,720,830,910,1200,1500,1800,1900,2500,2900,2900,1711,0,600.0,743.2267470485084,486.8263000000752,2867.813400000159,12655.0
1707164353,320,,Aggregated,82.600000,0.000000,610,750,870,960,1400,1700,2000,2200,2600,2900,2900,1777,0,610.0,786.0499677546414,486.8263000000752,2867.813400000159,12655.0
1707164354,330,,Aggregated,81.900000,0.000000,620,790,910,1100,1600,1900,2200,2500,2900,2900,2900,1881,29,620.0,830.3493500265804,4.542599999922459,2895.3621000000567,12506.361509835195
1707164355,340,,Aggregated,81.100000,0.000000,630,810,980,1200,1800,2100,2400,2600,3100,3700,3700,1963,38,630.0,877.1724396332132,4.44100000004255,3681.5039000000525,12467.02088639837
1707164356,350,,Aggregated,81.200000,0.000000,640,840,1100,1300,1900,2200,2500,2800,3200,3700,3700,2064,70,640.0,908.9840200096888,3.1544000000849337,3681.5039000000525,12325.888565891473
1707164357,360,,Aggregated,84.100000,3.800000,640,870,1100,1400,2000,2300,2600,2900,3300,4200,4200,2168,111,640.0,927.9964582103313,2.69679999996697,4208.111200000076,12156.08348708487
