Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,2163,0,520.0,545.212490615052,490.0703000021167,1760.790399974212,12655.0,36.430167364235494,0.0,520,530,540,550,590,670,820,1100,1600,1800,1800
,Aggregated,2163,0,520.0,545.212490615052,490.0703000021167,1760.790399974212,12655.0,36.430167364235494,0.0,520,530,540,550,590,670,820,1100,1600,1800,1800
