Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,23761,1065,1600.0,1599.1563851352964,2.5522999999338936,5254.759899999954,12216.853709860696,79.3829508968181,3.558050700943196,1600,1800,1900,2000,2200,2400,2700,2900,3700,5000,5300
,Aggregated,23761,1065,1600.0,1599.1563851352964,2.5522999999338936,5254.759899999954,12216.853709860696,79.3829508968181,3.558050700943196,1600,1800,1900,2000,2200,2400,2700,2900,3700,5000,5300
